"cust","cds","sales","date"
8957,3,44.97,1997-12-21
8957,2,23.76,1998-02-27
8957,1,15.49,1998-03-02
8957,2,21.37,1998-03-11
8957,2,24.48,1998-03-25
8964,2,26.14,1997-02-03
8976,2,31.72,1997-02-03
8976,1,16.76,1997-02-06
8976,1,10.49,1997-12-24
8976,8,116.33,1998-04-21
8985,1,54.77,1997-02-03
8990,3,27.53,1997-02-27
8990,1,7.98,1997-05-13
9005,3,39.71,1997-02-03
9005,1,13.97,1997-04-18
9005,2,28.48,1997-10-10
9005,2,24.98,1997-10-30
9005,5,62.95,1997-11-25
9005,2,57.57,1998-02-27
9005,5,65.34,1998-04-10
9008,1,13.7,1997-02-03
9019,5,72.85,1997-02-03
9019,2,29.98,1997-02-13
9024,1,10.78,1997-02-03
9041,2,29.58,1997-02-03
9046,2,30.32,1997-02-03
9046,1,15.96,1997-06-03
9046,1,9.98,1997-06-11
9046,3,40.97,1998-01-04
9046,3,40.97,1998-01-09
9064,2,57.54,1997-02-03
9080,1,11.77,1997-02-03
9093,1,10.77,1997-02-03
9104,2,25.54,1997-02-03
9104,3,43.09,1997-05-18
9109,1,28.99,1997-02-03
9120,1,14.79,1997-02-03
9120,1,13.77,1997-02-23
9120,2,24.98,1997-03-16
9120,2,28.93,1997-03-25
9120,1,14.96,1997-04-13
9120,2,26.94,1997-08-10
9120,2,29.93,1997-08-15
9120,2,25.98,1997-09-11
9120,2,25.98,1997-10-07
9120,2,25.98,1997-10-07
9120,3,37.97,1997-10-22
9120,2,25.98,1997-11-07
9120,1,12.99,1997-11-16
9120,2,27.48,1997-12-08
9120,2,26.98,1997-12-15
9120,4,46.96,1998-01-07
9120,2,24.48,1998-01-19
9120,1,11.99,1998-02-02
9120,2,25.48,1998-02-16
9120,3,37.86,1998-03-03
9120,3,38.97,1998-03-18
9120,1,14.99,1998-05-18
9126,2,50,1997-02-03
9142,1,15.36,1997-02-03
9160,1,14.37,1997-02-03
9160,1,8.99,1997-12-22
9160,1,14.49,1998-03-04
9175,1,15.36,1997-02-03
9197,2,29.73,1997-02-03
9202,2,23.54,1997-02-05
9202,2,23.98,1998-04-10
9204,1,15.76,1997-02-03
9204,1,9.77,1997-02-04
9211,1,14.96,1997-02-03
9232,1,9.77,1997-02-03
9247,3,56.35,1997-02-03
9247,4,46.5,1997-08-16
9251,2,32.32,1997-02-04
9258,3,27.57,1997-02-04
9258,1,14.96,1997-03-28
9258,1,15.96,1997-04-06
9258,1,12.99,1998-03-25
9258,1,6.28,1998-04-15
9258,1,28.49,1998-04-17
9258,1,14.49,1998-05-07
9267,2,29.92,1997-02-04
9274,1,30.99,1997-02-04
9274,1,10.77,1997-04-14
9274,3,26.97,1998-06-16
9278,1,14.96,1997-02-04
9278,2,29.92,1997-05-22
9288,2,27.76,1997-02-04
9303,2,26.95,1997-02-06
9305,2,23.54,1997-02-04
9307,2,65.13,1997-02-04
9307,3,60.43,1997-02-07
9307,1,7.98,1997-02-07
9307,2,18.95,1997-04-19
9307,2,32.77,1997-06-16
9307,8,123.28,1997-08-20
9307,6,74.93,1998-03-04
9307,1,60.99,1998-03-06
9322,1,10.78,1997-02-04
9322,2,35.48,1997-12-04
9333,2,42.98,1997-02-04
9348,1,14.99,1997-02-04
9348,4,51.6,1997-05-11
9352,1,6.79,1997-02-04
9365,1,19.99,1997-02-04
9389,1,15.36,1997-02-04
9394,2,48.6,1997-02-04
9394,2,45.4,1997-07-21
9407,2,11.58,1997-02-04
9420,1,19.99,1997-02-04
9442,2,30.33,1997-02-04
9443,1,6.79,1997-02-04
9443,1,11.77,1997-02-05
9443,1,5.78,1997-03-06
9443,1,9.77,1997-03-20
9443,1,14.37,1997-04-10
9443,1,6.79,1997-05-18
9454,1,13.97,1997-02-04
9454,1,13.97,1997-02-04
9454,1,14.96,1997-04-17
9468,2,22.94,1997-02-04
9468,1,11.49,1998-03-20
9468,1,8.38,1998-05-19
9468,1,9.49,1998-06-25
9479,1,13.77,1997-02-04
9479,2,54.73,1997-07-28
9479,1,16.99,1998-01-05
9479,2,35.86,1998-04-27
9479,3,44.97,1998-04-30
9485,1,52.77,1997-02-04
9489,1,11.77,1997-02-09
9494,3,33.51,1997-02-04
9494,3,53.5,1997-04-13
9494,5,60.84,1998-06-04
9504,1,14.37,1997-02-04
9504,1,22.49,1998-04-06
9521,2,31.33,1997-02-04
9521,3,35.51,1997-02-20
9525,1,15.76,1997-02-04
9539,1,20.99,1997-02-04
9539,5,68.45,1997-10-09
9554,1,14.77,1997-02-04
9555,1,15.36,1997-02-04
9555,2,26.14,1997-02-05
9555,2,28.74,1997-02-18
9555,3,39.51,1997-04-22
9555,2,24.33,1997-05-06
9555,2,20.54,1997-05-13
9555,2,30.32,1997-07-06
9555,1,15.36,1997-08-05
9555,1,10.49,1997-12-07
9555,1,10.49,1997-12-07
9568,2,25.74,1997-02-04
9568,2,30.33,1997-06-16
9568,2,25.74,1997-06-25
9568,3,34.24,1998-02-26
9568,1,9.08,1998-04-06
9568,1,8.38,1998-04-16
9572,10,224.28,1997-02-04
9572,9,152.72,1997-05-04
9572,9,204.91,1997-11-09
9574,1,11.77,1997-02-04
9593,1,4.79,1997-02-04
9611,4,37.56,1997-02-05
9622,7,92.81,1997-02-05
9622,3,36.5,1997-05-26
9626,1,13.77,1997-02-05
9650,1,11.77,1997-02-08
9651,37,493.91,1997-02-18
9671,1,12.77,1997-02-05
9687,1,8.77,1997-02-05
9704,1,13.97,1997-02-05
9719,2,30.53,1997-02-05
9719,4,65.54,1997-07-30
9719,2,45.48,1997-09-22
9719,4,59.96,1997-10-11
9719,4,59.96,1997-12-11
9719,2,45.48,1998-01-30
9719,4,59.96,1998-04-22
9722,5,65.64,1997-02-05
9734,1,14.37,1997-02-05
9756,2,12.57,1997-02-05
9756,3,29.97,1997-11-09
9756,1,12.99,1998-06-04
9756,1,14.99,1998-06-05
9759,3,31.11,1997-02-06
9759,2,31.48,1997-03-17
9759,3,56.47,1997-09-30
9759,6,78.94,1998-01-05
9770,2,29.92,1997-02-05
9786,3,37.47,1997-02-05
9793,1,22.7,1997-03-10
9793,2,32,1997-04-02
9810,2,24.74,1997-02-05
9810,1,12.58,1998-04-22
9810,2,23.98,1998-05-19
9810,2,23.98,1998-06-05
9825,2,20.74,1997-02-05
9825,1,14.37,1997-04-06
9825,1,10.49,1998-03-04
9826,1,13.97,1997-02-05
9830,4,38.7,1997-02-05
9830,3,44.57,1997-03-25
9830,2,20.89,1997-04-05
9830,1,9.98,1997-06-17
9830,1,24.99,1997-08-07
9842,1,14.37,1997-02-05
9848,2,24.96,1997-02-05
9848,2,25.94,1997-03-09
9848,1,12.58,1998-02-26
9848,1,9.49,1998-05-01
9848,2,29.98,1998-05-23
9849,1,20.97,1997-02-05
9849,2,28.74,1997-07-16
9858,2,29.92,1997-02-05
9873,1,14.96,1997-02-05
9873,1,17.9,1997-02-23
9878,2,39.14,1997-02-05
9887,1,11.77,1997-02-05
9887,1,15.99,1997-03-03
9895,1,15.9,1997-02-06
9903,2,27.76,1997-02-06
9903,5,75.84,1997-02-22
9903,2,18.55,1997-02-26
9903,1,9.77,1997-03-10
9903,1,12.25,1997-05-24
9903,1,10.49,1998-02-27
9911,1,18.36,1997-02-06
9916,2,30.67,1997-02-06
9916,1,14.96,1997-03-21
9919,3,32.92,1997-02-06
9919,2,20.95,1997-02-07
9919,2,26.73,1997-02-12
9919,1,4.79,1997-02-14
9919,2,26.93,1997-03-03
9919,1,8.79,1997-08-13
9919,2,21.98,1997-09-15
9919,3,30.97,1997-09-22
9919,1,12.99,1997-12-09
9919,1,12.49,1997-12-14
9919,1,4.49,1998-02-08
9919,1,12.49,1998-04-14
9919,1,11.88,1998-05-07
9926,1,14.96,1997-02-06
9926,2,30.72,1997-02-14
9927,4,52.48,1997-02-06
9938,12,141.16,1997-02-06
9938,8,125.69,1997-02-22
9943,1,11.77,1997-02-06
9958,3,30.93,1997-02-06
9965,7,122.9,1997-02-06
9965,9,135.92,1997-03-13
9965,7,142.9,1997-05-18
9965,2,39,1997-05-21
9965,4,81,1997-07-24
9971,1,18.36,1997-02-06
9971,1,11.49,1998-06-16
9985,1,12.49,1997-02-06
9985,1,12.79,1997-03-25
9987,1,19.99,1997-02-06
10002,6,77.21,1997-02-06
10020,1,40.97,1997-02-06
10041,1,13.97,1997-02-06
10048,1,10.97,1997-02-06
10048,1,13.97,1997-02-13
10048,3,61.47,1997-12-09
10057,1,18.99,1997-02-06
10061,1,11.97,1997-02-06
10061,2,28.76,1997-03-25
10061,2,26.13,1997-03-31
10061,1,14.79,1997-05-16
10061,1,26.75,1997-06-30
10061,1,38.1,1997-07-14
10061,1,11.77,1997-08-12
10061,1,14.79,1997-09-05
10061,3,41.97,1997-10-10
10061,3,38.55,1998-03-25
10061,3,49.47,1998-04-12
10061,2,29.48,1998-06-04
10064,1,13.97,1997-02-06
10064,4,42.02,1997-04-24
10064,1,22.99,1998-01-19
10081,2,25.76,1997-02-06
10081,2,28.07,1998-01-28
10085,2,29.33,1997-02-06
10085,2,29.92,1997-02-26
10085,4,44.9,1997-03-03
10085,1,14.37,1997-04-22
10085,1,39.51,1997-06-20
10085,4,57.5,1997-07-27
10085,1,68.77,1997-09-03
10085,2,27.48,1997-12-15
10085,2,28.21,1998-02-17
10085,2,23.98,1998-03-14
10085,1,14.49,1998-03-23
10096,1,9.97,1997-02-06
10096,1,13.49,1998-01-09
10096,1,68.99,1998-01-18
10096,2,28.48,1998-06-28
10102,4,80.71,1997-02-06
10102,3,49.33,1997-02-12
10102,3,41.29,1997-02-22
10102,2,28.93,1997-06-02
10102,1,5.76,1997-06-04
10102,1,42.77,1997-06-14
10102,1,33.99,1998-02-15
10102,1,32.99,1998-05-02
10102,1,23.99,1998-05-02
10112,1,9.77,1997-02-06
10122,2,25.54,1997-02-06
10122,1,9.97,1997-03-30
10122,1,14.96,1997-05-17
10126,6,96.29,1997-02-06
10137,1,28.99,1997-02-06
10137,3,38.51,1997-06-08
10145,2,31.52,1997-02-06
10151,3,37.31,1997-02-06
10151,2,32.74,1997-02-09
10151,2,29.98,1997-07-23
10151,4,57.68,1997-07-27
10151,4,57.68,1997-07-27
10151,1,9.99,1997-07-29
10151,4,54.67,1997-09-03
10151,3,39.7,1997-09-07
10162,1,14.96,1997-02-06
10163,4,56.27,1997-02-06
10163,1,22.97,1997-03-23
10163,2,50.74,1997-04-27
10163,1,37.49,1998-01-18
10178,1,15.36,1997-02-06
10189,1,15.36,1997-03-14
10193,1,17.9,1997-02-06
10193,2,15.98,1997-11-09
10193,1,14.99,1998-02-20
10193,1,14.99,1998-03-15
10193,1,11.88,1998-03-17
10196,3,30.31,1997-02-07
10196,3,41.49,1997-04-16
10196,3,35.3,1997-05-30
10208,6,113.94,1997-02-06
10216,1,44.77,1997-02-15
10220,1,16.7,1997-02-07
10220,2,31.6,1997-05-31
10220,2,23.54,1997-08-16
10220,2,25.98,1997-10-07
10227,1,13.97,1997-02-07
10227,1,15.49,1998-01-05
10235,1,22.77,1997-03-12
10235,1,22.77,1997-05-13
10245,1,13.97,1997-02-07
10248,2,40.74,1997-02-07
10248,3,36.44,1997-04-08
10248,2,20.74,1997-04-09
10248,1,28.3,1997-04-30
10248,2,30.42,1997-06-24
10248,6,77.63,1997-07-26
10248,1,16.7,1997-08-01
10248,2,25.98,1998-05-25
10260,2,28.93,1997-02-07
10279,2,28.34,1997-02-07
10282,1,14.96,1997-02-07
10282,3,43.9,1997-06-27
10296,1,10.77,1997-03-10
10299,2,39.98,1997-02-07
10303,1,17.7,1997-02-11
10303,1,17.7,1997-04-09
10303,1,17.7,1997-05-29
10303,1,17.7,1997-12-08
10306,5,55.27,1997-02-07
10306,3,40.51,1997-07-27
10306,8,97.92,1997-11-07
10306,11,149.94,1998-01-17
10306,5,75.53,1998-03-30
10306,2,23.76,1998-04-24
10306,4,60.49,1998-06-10
10319,1,13.97,1997-02-07
10324,3,72.5,1997-02-21
10337,4,49.68,1997-02-07
10351,3,30.31,1997-02-07
10352,4,59.96,1997-02-07
10352,2,39.98,1997-02-13
10352,2,44.98,1997-04-23
10352,4,62.96,1998-02-25
10355,10,154.18,1997-02-08
10355,1,41.9,1997-03-25
10355,7,98.61,1997-03-26
10355,13,255.35,1997-06-19
10355,1,11.77,1997-06-20
10355,15,207.02,1997-07-06
10373,4,57.9,1997-02-10
10386,2,29.73,1997-02-07
10403,3,45.68,1997-02-07
10421,1,11.77,1997-02-07
10438,2,28.76,1997-02-07
10440,1,10.78,1997-02-07
10440,1,10.78,1997-02-19
10447,1,9.97,1997-02-07
10447,1,13.77,1997-03-13
10447,1,13.77,1997-04-28
10447,1,10.77,1997-06-04
10447,2,26.73,1997-07-28
10447,2,27.98,1998-01-10
10447,1,25.49,1998-01-16
10447,2,28.48,1998-05-09
10453,1,38.77,1997-02-07
10476,1,11.77,1997-02-11
10476,1,25.3,1997-03-14
10476,1,13.97,1997-03-25
10478,1,11.77,1997-02-07
10486,3,59.34,1997-02-07
10486,3,68.31,1997-08-13
10492,2,27.94,1997-02-07
10497,2,27.53,1997-02-07
10497,1,15.76,1997-03-06
10506,1,14.37,1997-02-07
10515,3,35.23,1997-02-08
10515,3,64.01,1997-05-17
10515,3,41.69,1997-06-20
10515,4,49.96,1997-11-06
10515,2,26.98,1998-01-09
10515,3,34.94,1998-03-02
10515,1,25.49,1998-03-15
10521,1,29.99,1997-02-08
10521,1,12.99,1997-12-04
10533,1,15.36,1997-03-01
10533,1,10.77,1997-03-01
10533,1,9.97,1997-03-01
10533,1,11.77,1997-05-05
10533,1,15.36,1997-05-05
10533,1,9.97,1997-05-05
10533,3,41.69,1997-05-12
10533,3,45.29,1997-05-29
10533,15,203.85,1997-12-05
10533,1,9.49,1998-01-09
10533,2,14.98,1998-03-26
10542,1,13.97,1997-02-08
10542,1,14.42,1998-03-17
10559,1,32.99,1997-02-08
10565,2,24.73,1997-02-08
10565,2,26.14,1997-03-01
10565,3,37.91,1997-04-19
10565,4,56.92,1997-08-09
10576,3,51.7,1997-02-09
10576,7,117.43,1997-12-06
10593,2,28.74,1997-02-08
10600,1,10.78,1997-02-08
10600,1,9.98,1997-02-20
10600,1,10.78,1997-02-22
10600,2,19.55,1997-03-28
10600,1,9.98,1997-04-04
10600,1,10.78,1997-04-26
10600,1,9.98,1997-05-05
10600,1,9.98,1997-06-16
10600,1,10.78,1997-07-07
10600,1,9.98,1997-07-07
10600,1,9.98,1997-07-21
10600,2,20.76,1997-07-28
10600,1,10.78,1997-09-02
10600,1,10.99,1997-09-23
10600,1,10.99,1997-10-10
10600,1,10.99,1997-10-11
10600,1,11.99,1997-10-17
10600,3,32.97,1997-10-21
10600,1,12.49,1998-01-22
10600,2,21.98,1998-01-26
10600,2,21.98,1998-02-11
10600,2,22.48,1998-03-01
10600,1,11.99,1998-03-08
10600,2,14.98,1998-04-21
10600,1,13.99,1998-05-07
10600,3,34.97,1998-05-11
10600,2,21.98,1998-06-24
10609,1,24.77,1997-02-08
10609,4,49.48,1997-04-13
10609,4,62.46,1998-01-10
10609,4,81.03,1998-03-04
10609,2,21.87,1998-05-22
10610,1,9.97,1997-02-08
10627,1,17.7,1997-02-08
10634,2,41.14,1997-02-08
10634,1,29.6,1997-06-22
10634,1,29.6,1997-07-08
10642,1,19.97,1997-02-08
10659,1,11.77,1997-02-08
10676,2,28.67,1997-02-08
10689,3,42.9,1997-02-08
10689,3,43.97,1998-01-05
10689,2,25.57,1998-02-26
10689,2,23.76,1998-04-17
10707,1,15.96,1997-02-08
10722,1,17.99,1997-02-08
10734,1,14.96,1997-02-08
10734,2,20.48,1997-10-22
10753,1,43.99,1997-02-08
10766,1,11.77,1997-02-08
10783,10,153.16,1997-02-08
10796,1,12.97,1997-02-08
10814,1,20.99,1997-02-08
10814,1,21.49,1997-11-08
10814,2,33.98,1998-03-21
10814,1,14.49,1998-06-18
10818,1,11.77,1997-02-09
10818,1,9.77,1997-04-01
10818,1,10.98,1997-05-12
10818,2,24.75,1997-06-15
10830,1,14.37,1997-02-08
10844,1,17.9,1997-02-08
10861,1,20.99,1997-02-08
10863,1,19.7,1997-02-08
10863,2,35.76,1997-02-12
10863,2,41.98,1997-03-13
10863,2,43.94,1997-04-14
10863,1,11.77,1997-05-19
10863,1,12.99,1997-11-09
10863,3,43.47,1998-01-06
10863,1,16.99,1998-01-23
10875,1,12.49,1997-02-09
10879,1,9.99,1997-02-12
10879,2,49.98,1997-03-24
10879,1,14.96,1997-04-08
10879,1,9.99,1997-07-30
10879,1,14.99,1997-09-07
10879,3,40.97,1997-09-27
10879,1,12.99,1997-10-20
10879,1,9.49,1997-11-03
10879,1,19.49,1997-11-14
10879,1,12.99,1997-12-12
10879,2,27.98,1998-01-02
10879,1,89.49,1998-01-07
10879,1,11.88,1998-02-08
10879,1,15.99,1998-03-17
10879,2,29.98,1998-04-18
10879,1,12.99,1998-04-22
10879,1,11.88,1998-05-02
10879,1,14.49,1998-05-05
10879,1,11.88,1998-05-26
10880,1,12.77,1997-02-09
10880,1,19.49,1997-09-30
10896,1,9.99,1997-02-09
10907,5,162.04,1997-02-09
10907,1,13.97,1997-02-13
10912,4,50.88,1997-02-09
10925,3,44.7,1997-02-09
10937,1,9.97,1997-02-09
10957,1,15.36,1997-02-09
10961,7,112.2,1997-03-22
10974,5,61.68,1997-02-09
10974,1,14.79,1997-04-29
10974,1,8.97,1997-07-01
10974,1,13.97,1997-07-05
10974,2,28.74,1997-08-03
10974,1,13.99,1997-10-19
10974,1,46.99,1997-11-14
10977,5,74.95,1997-02-09
10977,4,61.96,1997-11-03
10977,1,14.49,1997-12-16
10977,2,30.48,1998-02-13
10977,6,74.33,1998-06-11
10993,4,61.47,1997-02-09
11011,1,14.37,1997-02-09
11011,1,19.99,1997-02-11
11011,1,13.97,1997-06-23
11011,1,15.49,1998-02-26
11014,1,28.99,1997-02-09
11018,1,22.99,1997-02-10
11018,1,12.77,1997-02-24
11018,1,13.97,1997-03-10
11021,3,33.31,1997-02-09
11021,3,42.69,1997-05-07
11021,2,29.33,1997-06-08
11021,3,52.91,1997-08-16
11021,2,30.48,1997-09-18
11021,2,27.48,1997-09-23
11021,5,78.45,1997-10-05
11021,4,52.46,1998-01-01
11021,1,11.99,1998-01-15
11021,4,49.63,1998-04-09
11021,4,59.39,1998-06-27
11032,3,42.9,1997-02-09
11044,3,54.97,1997-02-09
11044,2,40.48,1997-04-21
11044,3,42.17,1997-06-22
11044,3,118.72,1997-07-31
11044,1,35.49,1997-10-24
11044,1,35.49,1998-01-14
11046,7,136.69,1997-02-09
11046,1,13.97,1997-02-09
11046,1,11.99,1997-02-10
11049,4,57.59,1997-02-09
11064,1,9.77,1997-02-09
11067,1,14.77,1997-02-09
11067,3,41.92,1997-02-24
11067,2,25.74,1997-05-02
11067,1,14.96,1997-05-12
11084,1,13.97,1997-02-09
11100,4,86.6,1997-02-09
11122,2,27.94,1997-02-09
11147,1,20.99,1997-02-09
11165,2,21.76,1997-02-10
11179,1,12.49,1997-03-08
11179,1,12.25,1997-09-08
11179,1,12.49,1997-12-13
11185,2,27.73,1997-02-10
11198,1,15.36,1997-02-10
11203,1,15.99,1997-02-10
11203,1,19.99,1997-03-05
11203,1,12.49,1997-03-16
11203,1,12.49,1998-04-03
11207,1,13.97,1997-02-10
11207,3,37.71,1997-05-06
11207,1,11.77,1997-05-16
11207,1,11.77,1997-06-25
11220,2,50.76,1997-02-13
11221,1,15.36,1997-02-10
11239,2,22.74,1997-02-10
11258,3,40.7,1997-02-10
11270,1,0,1997-02-10
11283,7,55.73,1997-03-04
11283,1,15.99,1997-03-12
11283,1,14.96,1997-04-11
11283,2,33.98,1997-11-08
11288,5,60.64,1997-02-10
11288,7,98.5,1997-02-13
11288,7,105.76,1997-02-22
11288,7,98.16,1997-02-25
11288,6,85.21,1997-03-09
11288,8,112.51,1997-03-26
11288,9,119.71,1997-04-07
11288,7,96.95,1997-05-16
11288,7,110.18,1997-06-02
11288,10,128.69,1997-07-28
11288,5,80.04,1997-07-30
11288,1,16.7,1997-07-30
11288,9,119.41,1997-09-22
11288,9,116.91,1997-10-29
11288,9,118.91,1997-12-16
11288,7,72.82,1998-02-11
11288,6,83.94,1998-05-17
11291,1,13.97,1997-02-10
11307,1,13.97,1997-02-10
11314,1,12.77,1997-02-10
11314,3,80.31,1997-02-11
11314,1,15.36,1997-02-26
11319,1,27.3,1997-02-10
11326,4,55.07,1997-02-23
11326,1,29.99,1997-05-01
11326,7,88.93,1997-11-11
11326,8,99.92,1997-12-22
11326,8,104.2,1998-03-08
11332,1,26.99,1997-02-10
11332,1,9.98,1997-06-23
11339,2,26.98,1997-02-10
11341,4,69.96,1997-02-10
11341,4,74.96,1997-02-17
11341,1,19.99,1997-03-03
11341,3,73.7,1997-03-16
11341,5,91.83,1997-07-04
11341,5,64.42,1997-08-02
11341,1,14.37,1997-08-03
11341,5,127.64,1997-08-30
11341,1,55.49,1997-10-07
11341,3,39.47,1997-10-29
11341,6,75.44,1997-12-07
11341,2,20.98,1997-12-18
11341,1,13.99,1998-01-03
11341,9,101.41,1998-01-17
11341,1,11.49,1998-02-18
11341,2,31.98,1998-02-28
11341,3,53.36,1998-03-13
11347,1,15.36,1997-02-11
11347,1,14.99,1997-06-19
11347,1,12.99,1998-03-05
11353,1,11.77,1997-02-10
11368,1,12.97,1997-02-10
11379,1,17.96,1997-02-10
11379,1,5.99,1997-06-23
11386,1,12.49,1997-02-10
11397,1,12.49,1997-02-10
11397,3,39.94,1997-03-24
11397,1,12.49,1997-04-14
11397,1,27.75,1997-05-05
11403,1,12.49,1997-02-10
11405,2,19.54,1997-02-10
11405,2,17.75,1997-03-13
11405,5,45.49,1997-08-25
11423,1,6.79,1997-02-11
11437,3,37.71,1997-02-10
11445,2,30.53,1997-02-10
11445,1,14.37,1997-02-24
11448,2,15.54,1997-02-10
11454,1,6.79,1997-02-10
11454,2,13.58,1997-02-18
11454,2,28.34,1997-04-09
11454,1,14.99,1997-05-06
11454,1,13.77,1997-08-04
11462,10,168.03,1997-02-11
11462,11,162.89,1998-02-22
11462,15,177.5,1998-02-28
11462,17,258.15,1998-05-10
11478,4,50.5,1997-02-11
11496,3,33.31,1997-02-11
11512,3,38.33,1997-02-11
11514,7,111.49,1997-02-11
11514,2,22.4,1997-04-12
11521,1,9.77,1997-02-11
11521,1,15.36,1997-02-24
11521,1,9.77,1997-05-23
11521,2,27.98,1997-09-11
11521,2,19.56,1998-03-26
11539,1,12.97,1997-02-11
11553,3,26.53,1997-02-11
11556,1,14.96,1997-02-11
11556,1,14.96,1997-06-20
11556,1,14.99,1997-11-25
11556,1,8.38,1998-05-02
11557,6,85.42,1997-02-11
11557,2,27.94,1997-02-17
11574,2,26.73,1997-02-11
11574,2,29.73,1997-02-12
11574,1,15.36,1997-03-11
11574,3,45.28,1997-03-24
11574,1,14.96,1997-04-07
11574,2,27.56,1997-05-07
11574,1,14.96,1997-06-20
11574,1,8.49,1997-10-31
11574,1,13.99,1997-11-25
11574,3,41.06,1998-04-02
11574,2,25.37,1998-06-01
11578,1,15.96,1997-02-11
11593,1,16.7,1997-02-11
11602,2,11.78,1997-02-12
11604,6,69.94,1997-02-14
11604,1,17.9,1997-05-21
11604,3,41.69,1997-07-02
11604,2,32.72,1997-07-08
11604,2,26.98,1997-11-02
11604,1,16.49,1997-12-02
11604,3,38.24,1998-06-14
11610,1,13.97,1997-02-11
11610,3,48.88,1997-03-11
11610,1,14.96,1997-06-17
11610,4,63.67,1997-07-27
11610,6,64.43,1997-09-02
11610,5,73.95,1997-11-04
11610,3,25.47,1997-12-31
11610,3,39.36,1998-03-18
11610,2,19.56,1998-06-11
11613,2,33.94,1997-02-11
11626,1,15.96,1997-02-11
11632,4,54.08,1997-02-11
11632,4,51.87,1997-02-20
11646,1,13.97,1997-02-11
11652,2,29.73,1997-02-11
11652,3,45.5,1997-03-09
11652,2,67.95,1997-04-21
11652,2,50.48,1997-10-03
11652,1,13.99,1997-10-17
11652,2,48.98,1997-11-25
11652,2,33.98,1998-04-07
11662,2,25.74,1997-02-11
11673,1,15.36,1997-02-24
11679,1,13.97,1997-02-11
11679,1,11.77,1997-02-28
11680,6,36.11,1997-02-11
11680,5,30.33,1997-02-22
11680,12,80.24,1997-03-21
11680,9,62.1,1997-04-20
11682,1,15.96,1997-02-11
11682,2,28.53,1997-02-15
11682,1,15.36,1997-02-23
11682,2,29.58,1997-07-10
11682,5,89.47,1997-07-15
11682,5,70.26,1997-07-27
11682,4,58.67,1997-08-18
11682,3,34.97,1997-09-12
11682,2,24.48,1997-10-02
11682,2,21.48,1997-10-13
11682,2,21.48,1997-10-25
11682,2,24.48,1997-11-10
11682,3,38.97,1997-11-18
11682,5,64.45,1998-01-11
11682,6,86.94,1998-01-12
11682,4,61.05,1998-02-01
11687,3,39.35,1997-02-11
11687,3,41.35,1997-04-05
11687,4,50.28,1997-05-27
11687,5,57.95,1998-03-29
11688,2,23.09,1997-02-11
11693,2,27.94,1997-02-11
11693,2,29.92,1997-04-12
11693,3,57.5,1997-06-08
11693,2,29.92,1997-06-26
11693,4,56.96,1997-09-14
11693,4,56.96,1997-09-24
11693,3,42.97,1997-11-30
11693,2,35.98,1998-01-10
11693,1,33.99,1998-02-14
11693,1,17.99,1998-02-14
11693,1,13.99,1998-02-21
11693,2,18.48,1998-03-10
11693,2,27.58,1998-05-29
11709,1,15.96,1997-02-11
11728,2,44.98,1997-02-11
11742,2,25.74,1997-02-11
11749,4,69.55,1997-02-12
11749,5,60.64,1997-02-15
11749,2,29.66,1997-02-17
11749,3,150.5,1997-02-24
11749,1,14.96,1997-02-25
11749,5,59.07,1997-03-12
11749,4,62.47,1997-03-17
11749,3,37.11,1997-03-29
11749,3,38.5,1997-04-01
11749,3,54.11,1997-04-06
11749,2,40.4,1997-04-15
11749,3,45.88,1997-05-07
11749,2,30.32,1997-06-16
11749,1,22.49,1998-02-02
11749,3,40.36,1998-02-08
11749,4,59.46,1998-06-04
11749,2,18.98,1998-06-04
11749,2,35.07,1998-06-11
11749,2,23.76,1998-06-17
11759,6,78.43,1997-02-12
11759,3,35.71,1997-06-21
11759,4,48.96,1997-10-25
11759,3,74.47,1997-11-08
11759,3,49.47,1997-12-10
11759,1,65.99,1997-12-15
11762,1,14.96,1997-02-12
11763,5,48.31,1997-02-14
11763,1,12.77,1997-04-03
11763,3,31.05,1997-04-10
11763,2,29.92,1997-05-22
11763,1,4.79,1997-07-09
11763,1,9.99,1997-10-17
11763,3,34.47,1997-12-14
11763,2,21.48,1998-02-10
11768,2,28.76,1997-02-12
11768,2,30.15,1997-06-24
11777,1,14.99,1997-02-12
11777,5,72.45,1997-11-09
11789,2,28.33,1997-02-12
11789,1,13.97,1997-02-17
11793,1,11.99,1997-02-12
11807,3,39.7,1997-02-12
11835,3,75.97,1997-02-12
11855,1,11.77,1997-02-12
11866,1,32.99,1997-02-12
11866,2,18.28,1997-03-04
11866,1,9.99,1997-03-11
11866,1,12.49,1997-04-13
11871,2,19.54,1997-02-12
11888,1,16.36,1997-02-12
11901,1,9.77,1997-02-12
11924,1,29.99,1997-02-12
11946,1,42.77,1997-02-12
11949,5,92.07,1997-02-12
11949,7,103.18,1997-05-08
11963,2,24.98,1997-02-12
11971,2,30.33,1997-02-12
11971,1,14.96,1997-02-16
11980,1,9.77,1997-02-12
11996,1,9.97,1997-02-12
12018,1,14.37,1997-02-12
12024,1,74.37,1997-02-13
12024,2,19.98,1997-07-18
12024,3,54.77,1997-08-24
12024,3,56.97,1997-09-19
12024,2,26.98,1997-09-21
12024,2,28.48,1997-10-15
12024,1,65.99,1997-10-21
12024,2,20.98,1997-11-21
12024,2,19.48,1997-12-23
