"cust","date","first"
60032072,2006-03-24,2006-03-03
60032072,2006-04-01,2006-03-03
60032072,2006-05-25,2006-03-03
60032072,2006-08-09,2006-03-03
60032072,2006-08-25,2006-03-03
60032079,2006-03-03,2006-03-03
60032080,2006-03-03,2006-03-03
60032080,2006-04-21,2006-03-03
60032080,2006-08-01,2006-03-03
60032080,2006-10-26,2006-03-03
60032080,2006-12-09,2006-03-03
60032080,2007-02-13,2006-03-03
60032080,2007-03-21,2006-03-03
60032080,2007-05-04,2006-03-03
60032080,2007-07-27,2006-03-03
60032080,2007-09-21,2006-03-03
60032080,2007-11-14,2006-03-03
60032084,2006-03-03,2006-03-03
60032089,2006-03-03,2006-03-03
60032089,2007-01-25,2006-03-03
60032089,2007-04-13,2006-03-03
60032095,2006-03-03,2006-03-03
60032096,2006-03-03,2006-03-03
60032096,2006-04-01,2006-03-03
60032097,2006-03-03,2006-03-03
60032097,2006-03-29,2006-03-03
60032097,2006-04-20,2006-03-03
60032097,2006-05-22,2006-03-03
60032097,2006-06-13,2006-03-03
60032097,2006-07-04,2006-03-03
60032097,2006-07-28,2006-03-03
60032097,2006-09-26,2006-03-03
60032097,2006-11-07,2006-03-03
60032097,2006-11-16,2006-03-03
60032097,2006-12-10,2006-03-03
60032097,2006-12-28,2006-03-03
60032097,2007-02-22,2006-03-03
60032097,2007-03-22,2006-03-03
60032097,2007-04-09,2006-03-03
60032097,2007-05-23,2006-03-03
60032097,2007-07-10,2006-03-03
60032097,2007-08-24,2006-03-03
60032097,2007-10-08,2006-03-03
60032097,2007-11-24,2006-03-03
60032098,2006-03-03,2006-03-03
60032098,2006-03-09,2006-03-03
60032098,2006-03-16,2006-03-03
60032098,2006-03-23,2006-03-03
60032098,2006-03-30,2006-03-03
60032098,2006-04-07,2006-03-03
60032098,2006-04-12,2006-03-03
60032098,2006-04-21,2006-03-03
60032098,2006-04-26,2006-03-03
60032098,2006-05-06,2006-03-03
60032098,2006-05-12,2006-03-03
60032098,2006-05-17,2006-03-03
60032098,2006-05-26,2006-03-03
60032098,2006-05-31,2006-03-03
60032098,2006-06-09,2006-03-03
60032098,2006-06-13,2006-03-03
60032098,2006-06-20,2006-03-03
60032098,2006-06-28,2006-03-03
60032098,2006-07-04,2006-03-03
60032098,2006-07-06,2006-03-03
60032098,2006-07-19,2006-03-03
60032098,2006-07-24,2006-03-03
60032098,2006-08-11,2006-03-03
60032098,2006-08-17,2006-03-03
60032098,2006-08-22,2006-03-03
60032098,2006-08-28,2006-03-03
60032098,2006-09-05,2006-03-03
60032098,2006-10-29,2006-03-03
60032098,2006-11-14,2006-03-03
60032098,2006-11-24,2006-03-03
60032098,2006-11-29,2006-03-03
60032098,2006-12-05,2006-03-03
60032098,2006-12-19,2006-03-03
60032098,2006-12-27,2006-03-03
60032098,2007-01-03,2006-03-03
60032098,2007-01-11,2006-03-03
60032098,2007-01-16,2006-03-03
60032098,2007-01-23,2006-03-03
60032098,2007-01-27,2006-03-03
60032098,2007-02-04,2006-03-03
60032098,2007-02-13,2006-03-03
60032098,2007-02-21,2006-03-03
60032098,2007-05-04,2006-03-03
60032098,2007-05-08,2006-03-03
60032098,2007-05-16,2006-03-03
60032098,2007-05-30,2006-03-03
60032098,2007-06-08,2006-03-03
60032098,2007-06-12,2006-03-03
60032098,2007-06-13,2006-03-03
60032098,2007-06-22,2006-03-03
60032098,2007-06-29,2006-03-03
60032098,2007-08-11,2006-03-03
60032098,2007-08-17,2006-03-03
60032098,2007-08-18,2006-03-03
60032098,2007-08-26,2006-03-03
60032098,2007-09-06,2006-03-03
60032098,2007-09-14,2006-03-03
60032099,2006-03-03,2006-03-03
60032099,2006-06-30,2006-03-03
60032100,2006-03-03,2006-03-03
60032102,2006-03-03,2006-03-03
60032104,2006-03-04,2006-03-04
60032105,2006-03-04,2006-03-04
60032107,2006-03-23,2006-03-23
60032107,2006-03-30,2006-03-23
60032107,2006-04-08,2006-03-23
60032107,2006-04-12,2006-03-23
60032107,2007-09-21,2006-03-23
60032109,2006-03-04,2006-03-04
60032110,2006-03-04,2006-03-04
60032111,2006-03-04,2006-03-04
60032112,2006-03-04,2006-03-04
60032113,2006-03-04,2006-03-04
60032113,2006-06-13,2006-03-04
60032113,2006-10-18,2006-03-04
60032113,2006-12-01,2006-03-04
60032113,2007-03-09,2006-03-04
60032113,2007-04-20,2006-03-04
60032113,2007-06-02,2006-03-04
60032113,2007-07-13,2006-03-04
60032113,2007-08-07,2006-03-04
60032113,2007-09-11,2006-03-04
60032113,2007-10-24,2006-03-04
60032113,2007-11-16,2006-03-04
60032113,2007-12-20,2006-03-04
60032114,2006-03-04,2006-03-04
60032114,2006-04-12,2006-03-04
60032114,2006-04-29,2006-03-04
60032114,2006-06-02,2006-03-04
60032114,2006-06-27,2006-03-04
60032114,2006-08-02,2006-03-04
60032114,2006-08-23,2006-03-04
60032114,2006-09-19,2006-03-04
60032114,2006-10-26,2006-03-04
60032114,2006-11-17,2006-03-04
60032114,2007-01-05,2006-03-04
60032114,2007-02-06,2006-03-04
60032114,2007-02-15,2006-03-04
60032114,2007-03-17,2006-03-04
60032114,2007-04-27,2006-03-04
60032114,2007-05-09,2006-03-04
60032114,2007-06-07,2006-03-04
60032114,2007-07-03,2006-03-04
60032114,2007-08-08,2006-03-04
60032114,2007-08-24,2006-03-04
60032114,2007-09-20,2006-03-04
60032114,2007-10-12,2006-03-04
60032114,2007-11-30,2006-03-04
60032115,2006-03-04,2006-03-04
60032115,2006-04-05,2006-03-04
60032115,2006-05-09,2006-03-04
60032115,2006-06-13,2006-03-04
60032115,2006-07-13,2006-03-04
60032115,2006-08-30,2006-03-04
60032115,2006-11-09,2006-03-04
60032115,2006-12-21,2006-03-04
60032116,2006-03-04,2006-03-04
60032116,2006-05-11,2006-03-04
60032116,2007-02-08,2006-03-04
60032117,2006-03-04,2006-03-04
60032117,2007-04-12,2006-03-04
60032119,2006-03-08,2006-03-08
60032119,2006-04-20,2006-03-08
60032119,2006-07-12,2006-03-08
60032119,2006-08-25,2006-03-08
60032119,2006-10-03,2006-03-08
60032119,2006-10-19,2006-03-08
60032119,2006-11-10,2006-03-08
60032119,2006-12-05,2006-03-08
60032119,2007-01-11,2006-03-08
60032119,2007-02-14,2006-03-08
60032119,2007-04-12,2006-03-08
60032119,2007-05-11,2006-03-08
60032119,2007-07-18,2006-03-08
60032119,2007-08-21,2006-03-08
60032119,2007-09-22,2006-03-08
60032120,2006-03-04,2006-03-04
60032120,2006-05-18,2006-03-04
60032120,2006-07-05,2006-03-04
60032120,2006-08-30,2006-03-04
60032120,2006-10-24,2006-03-04
60032120,2007-09-26,2006-03-04
60032120,2007-11-11,2006-03-04
60032121,2006-03-04,2006-03-04
60032121,2006-04-07,2006-03-04
60032121,2006-06-02,2006-03-04
60032121,2006-07-25,2006-03-04
60032121,2006-10-11,2006-03-04
60032121,2007-01-24,2006-03-04
60032121,2007-04-24,2006-03-04
60032121,2007-10-25,2006-03-04
60032122,2006-03-23,2006-03-23
60032124,2006-03-04,2006-03-04
60032124,2006-03-16,2006-03-04
60032124,2006-03-31,2006-03-04
60032124,2006-04-13,2006-03-04
60032124,2006-04-28,2006-03-04
60032124,2006-05-13,2006-03-04
60032124,2006-06-02,2006-03-04
60032124,2006-06-17,2006-03-04
60032125,2006-03-05,2006-03-05
60032125,2006-09-06,2006-03-05
60032127,2006-03-05,2006-03-05
60032127,2006-03-13,2006-03-05
60032127,2006-03-20,2006-03-05
60032127,2006-03-27,2006-03-05
60032127,2006-04-03,2006-03-05
60032127,2006-04-10,2006-03-05
60032129,2006-03-05,2006-03-05
60032130,2006-03-06,2006-03-06
60032130,2006-04-18,2006-03-06
60032131,2006-03-06,2006-03-06
60032132,2006-03-06,2006-03-06
60032132,2006-03-28,2006-03-06
60032132,2006-04-26,2006-03-06
60032132,2006-05-23,2006-03-06
60032132,2006-08-11,2006-03-06
60032132,2006-10-06,2006-03-06
60032132,2006-11-18,2006-03-06
60032132,2007-01-20,2006-03-06
60032132,2007-04-18,2006-03-06
60032132,2007-06-14,2006-03-06
60032132,2007-10-17,2006-03-06
60032133,2006-03-06,2006-03-06
60032133,2006-06-10,2006-03-06
60032133,2006-08-16,2006-03-06
60032133,2007-04-16,2006-03-06
60032134,2006-03-06,2006-03-06
60032136,2006-03-07,2006-03-07
60032143,2006-03-07,2006-03-07
60032143,2006-04-11,2006-03-07
60032143,2006-05-23,2006-03-07
60032143,2006-06-27,2006-03-07
60032143,2006-08-30,2006-03-07
60032143,2006-10-11,2006-03-07
60032143,2006-11-21,2006-03-07
60032143,2007-01-03,2006-03-07
60032143,2007-02-28,2006-03-07
60032143,2007-04-04,2006-03-07
60032144,2006-03-07,2006-03-07
60032144,2006-03-13,2006-03-07
60032144,2006-03-20,2006-03-07
60032144,2006-03-28,2006-03-07
60032144,2006-04-22,2006-03-07
60032144,2006-05-03,2006-03-07
60032144,2006-05-09,2006-03-07
60032144,2006-05-16,2006-03-07
60032144,2006-06-12,2006-03-07
60032144,2006-06-20,2006-03-07
60032144,2006-06-27,2006-03-07
60032144,2006-08-29,2006-03-07
60032144,2006-09-12,2006-03-07
60032144,2007-07-24,2006-03-07
60032149,2006-03-10,2006-03-10
60032152,2006-03-07,2006-03-07
60032154,2006-03-07,2006-03-07
60032154,2006-03-15,2006-03-07
60032154,2006-03-23,2006-03-07
60032154,2006-04-04,2006-03-07
60032155,2006-03-07,2006-03-07
60032155,2006-06-25,2006-03-07
60032155,2006-07-20,2006-03-07
60032155,2006-08-26,2006-03-07
60032155,2006-10-12,2006-03-07
60032155,2006-12-22,2006-03-07
60032155,2006-12-24,2006-03-07
60032155,2007-02-09,2006-03-07
60032155,2007-06-23,2006-03-07
60032155,2007-07-20,2006-03-07
60032155,2007-08-22,2006-03-07
60032155,2007-09-29,2006-03-07
60032155,2007-12-05,2006-03-07
60032156,2006-03-07,2006-03-07
60032156,2006-03-21,2006-03-07
60032156,2006-03-27,2006-03-07
60032156,2006-04-03,2006-03-07
60032156,2006-04-11,2006-03-07
60032156,2006-04-27,2006-03-07
60032156,2006-05-16,2006-03-07
60032156,2006-05-30,2006-03-07
60032156,2006-06-08,2006-03-07
60032156,2006-06-13,2006-03-07
60032156,2006-06-20,2006-03-07
60032156,2006-06-28,2006-03-07
60032156,2006-07-03,2006-03-07
60032156,2006-07-20,2006-03-07
60032156,2006-07-24,2006-03-07
60032156,2006-08-10,2006-03-07
60032156,2006-08-22,2006-03-07
60032156,2006-09-06,2006-03-07
60032156,2006-09-14,2006-03-07
60032156,2006-09-18,2006-03-07
60032156,2006-09-22,2006-03-07
60032156,2006-09-27,2006-03-07
60032156,2006-09-30,2006-03-07
60032156,2006-10-08,2006-03-07
60032156,2006-10-13,2006-03-07
60032156,2006-10-20,2006-03-07
60032156,2006-10-30,2006-03-07
60032156,2006-11-08,2006-03-07
60032156,2006-11-27,2006-03-07
60032156,2006-12-08,2006-03-07
60032156,2006-12-11,2006-03-07
60032156,2006-12-20,2006-03-07
60032156,2006-12-30,2006-03-07
60032156,2007-01-09,2006-03-07
60032156,2007-01-13,2006-03-07
60032156,2007-01-23,2006-03-07
60032156,2007-02-02,2006-03-07
60032156,2007-03-06,2006-03-07
60032156,2007-03-19,2006-03-07
60032156,2007-04-24,2006-03-07
60032156,2007-05-02,2006-03-07
60032156,2007-05-09,2006-03-07
60032156,2007-05-21,2006-03-07
60032156,2007-06-06,2006-03-07
60032156,2007-06-18,2006-03-07
60032156,2007-06-27,2006-03-07
60032156,2007-07-04,2006-03-07
60032156,2007-07-22,2006-03-07
60032156,2007-07-30,2006-03-07
60032156,2007-08-08,2006-03-07
60032158,2006-03-07,2006-03-07
60032158,2006-07-18,2006-03-07
60032158,2006-11-21,2006-03-07
60032159,2006-03-07,2006-03-07
60032160,2006-03-29,2006-03-29
60032161,2006-03-07,2006-03-07
60032161,2006-05-16,2006-03-07
60032161,2006-05-23,2006-03-07
60032162,2006-03-07,2006-03-07
60032162,2006-04-09,2006-03-07
60032162,2006-04-23,2006-03-07
60032162,2006-06-28,2006-03-07
60032162,2006-08-09,2006-03-07
60032162,2006-10-04,2006-03-07
60032162,2006-12-28,2006-03-07
60032162,2007-03-08,2006-03-07
60032162,2007-05-02,2006-03-07
60032162,2007-06-27,2006-03-07
60032162,2007-09-04,2006-03-07
60032162,2007-11-24,2006-03-07
60032165,2006-03-07,2006-03-07
60032165,2006-03-15,2006-03-07
60032165,2006-03-22,2006-03-07
60032165,2006-04-05,2006-03-07
60032166,2006-03-07,2006-03-07
60032167,2006-03-07,2006-03-07
60032167,2006-03-27,2006-03-07
60032167,2006-04-11,2006-03-07
60032167,2006-05-04,2006-03-07
60032167,2007-01-29,2006-03-07
60032167,2007-02-13,2006-03-07
60032167,2007-02-26,2006-03-07
60032167,2007-03-14,2006-03-07
60032167,2007-04-20,2006-03-07
60032167,2007-05-07,2006-03-07
60032167,2007-05-21,2006-03-07
60032167,2007-06-12,2006-03-07
60032167,2007-06-26,2006-03-07
60032167,2007-09-10,2006-03-07
60032167,2007-10-15,2006-03-07
60032167,2007-10-30,2006-03-07
60032167,2007-11-21,2006-03-07
60032167,2007-12-18,2006-03-07
60032168,2006-03-07,2006-03-07
60032168,2006-03-28,2006-03-07
60032168,2006-04-12,2006-03-07
60032168,2006-05-05,2006-03-07
60032168,2006-05-16,2006-03-07
60032168,2006-06-06,2006-03-07
60032168,2006-07-14,2006-03-07
60032168,2006-09-08,2006-03-07
60032169,2006-03-07,2006-03-07
60032169,2006-03-15,2006-03-07
60032169,2007-01-17,2006-03-07
60032169,2007-07-28,2006-03-07
60032169,2007-11-08,2006-03-07
60032169,2007-11-10,2006-03-07
60032170,2006-03-07,2006-03-07
60032170,2006-03-16,2006-03-07
60032171,2006-03-07,2006-03-07
60032171,2006-03-28,2006-03-07
60032172,2006-03-08,2006-03-08
60032172,2006-09-27,2006-03-08
60032172,2007-01-06,2006-03-08
60032173,2006-03-08,2006-03-08
60032173,2006-04-14,2006-03-08
60032173,2006-06-08,2006-03-08
60032173,2006-07-26,2006-03-08
60032173,2006-09-08,2006-03-08
60032173,2006-10-13,2006-03-08
60032173,2006-11-24,2006-03-08
60032173,2007-01-23,2006-03-08
60032173,2007-03-02,2006-03-08
60032173,2007-03-06,2006-03-08
60032173,2007-03-31,2006-03-08
60032173,2007-05-26,2006-03-08
60032173,2007-07-31,2006-03-08
60032173,2007-10-04,2006-03-08
60032173,2007-11-17,2006-03-08
60032174,2006-03-08,2006-03-08
60032174,2006-05-03,2006-03-08
60032174,2006-07-13,2006-03-08
60032174,2006-08-25,2006-03-08
60032174,2006-10-18,2006-03-08
60032174,2006-12-20,2006-03-08
60032174,2007-01-16,2006-03-08
60032174,2007-03-08,2006-03-08
60032174,2007-04-04,2006-03-08
60032174,2007-05-15,2006-03-08
60032174,2007-06-09,2006-03-08
60032174,2007-07-11,2006-03-08
60032174,2007-08-25,2006-03-08
60032174,2007-09-26,2006-03-08
60032174,2007-10-16,2006-03-08
60032174,2007-11-07,2006-03-08
60032174,2007-11-21,2006-03-08
60032174,2007-12-18,2006-03-08
60032175,2006-03-08,2006-03-08
60032177,2006-03-08,2006-03-08
60032185,2006-03-08,2006-03-08
60032185,2006-03-29,2006-03-08
60032186,2006-03-08,2006-03-08
60032188,2006-03-08,2006-03-08
60032188,2006-03-10,2006-03-08
60032189,2006-03-08,2006-03-08
60032191,2006-03-08,2006-03-08
60032192,2006-03-08,2006-03-08
60032192,2006-03-15,2006-03-08
60032192,2006-04-25,2006-03-08
60032192,2007-08-27,2006-03-08
60032192,2007-09-11,2006-03-08
60032193,2006-03-08,2006-03-08
60032194,2006-03-08,2006-03-08
60032198,2006-03-09,2006-03-09
60032198,2006-05-10,2006-03-09
60032198,2006-06-21,2006-03-09
60032198,2006-07-14,2006-03-09
60032198,2006-07-25,2006-03-09
60032198,2006-08-24,2006-03-09
60032198,2007-06-26,2006-03-09
60032198,2007-10-18,2006-03-09
60032200,2006-03-09,2006-03-09
60032201,2006-03-09,2006-03-09
60032201,2006-05-06,2006-03-09
60032201,2006-08-04,2006-03-09
60032201,2007-03-07,2006-03-09
60032201,2007-04-13,2006-03-09
60032201,2007-07-26,2006-03-09
60032201,2007-09-17,2006-03-09
60032201,2007-10-02,2006-03-09
60032201,2007-10-29,2006-03-09
60032201,2007-12-07,2006-03-09
60032203,2006-03-09,2006-03-09
60032203,2006-04-06,2006-03-09
60032203,2007-04-15,2006-03-09
60032205,2006-03-09,2006-03-09
60032205,2006-10-10,2006-03-09
60032206,2006-03-09,2006-03-09
60032207,2006-03-09,2006-03-09
60032208,2006-03-09,2006-03-09
60032208,2006-03-18,2006-03-09
60032208,2006-03-31,2006-03-09
60032208,2006-04-13,2006-03-09
60032208,2006-04-27,2006-03-09
60032208,2006-05-19,2006-03-09
60032209,2006-03-09,2006-03-09
60032210,2006-03-09,2006-03-09
60032212,2006-03-09,2006-03-09
60032213,2006-03-15,2006-03-15
60032213,2006-04-06,2006-03-15
60032213,2006-04-26,2006-03-15
60032213,2006-05-13,2006-03-15
60032213,2006-06-07,2006-03-15
60032213,2006-07-04,2006-03-15
60032213,2006-07-30,2006-03-15
60032213,2006-08-29,2006-03-15
60032213,2006-10-20,2006-03-15
60032213,2006-11-08,2006-03-15
60032213,2007-01-12,2006-03-15
60032213,2007-02-23,2006-03-15
60032213,2007-05-04,2006-03-15
60032213,2007-05-08,2006-03-15
60032213,2007-07-10,2006-03-15
60032213,2007-10-12,2006-03-15
60032213,2007-10-23,2006-03-15
60032216,2006-03-09,2006-03-09
60032217,2006-03-09,2006-03-09
60032218,2006-03-09,2006-03-09
60032218,2006-08-29,2006-03-09
60032218,2006-10-23,2006-03-09
60032218,2007-02-07,2006-03-09
60032218,2007-08-28,2006-03-09
60032218,2007-11-05,2006-03-09
60032222,2006-03-09,2006-03-09
60032222,2006-06-09,2006-03-09
60032222,2006-10-06,2006-03-09
60032222,2007-12-05,2006-03-09
60032223,2006-03-23,2006-03-23
60032223,2006-04-25,2006-03-23
60032223,2006-05-24,2006-03-23
60032223,2006-07-05,2006-03-23
60032223,2006-08-10,2006-03-23
60032223,2006-08-26,2006-03-23
60032223,2006-10-10,2006-03-23
60032223,2006-11-15,2006-03-23
60032223,2006-12-13,2006-03-23
60032223,2007-01-13,2006-03-23
60032223,2007-03-06,2006-03-23
60032223,2007-04-18,2006-03-23
60032223,2007-06-06,2006-03-23
60032223,2007-07-25,2006-03-23
60032223,2007-10-04,2006-03-23
60032223,2007-11-13,2006-03-23
60032224,2006-03-09,2006-03-09
60032224,2006-03-23,2006-03-09
60032226,2006-03-10,2006-03-10
60032227,2006-03-09,2006-03-09
60032227,2006-05-24,2006-03-09
60032228,2006-03-09,2006-03-09
60032229,2006-03-09,2006-03-09
60032229,2006-04-13,2006-03-09
60032229,2006-05-23,2006-03-09
60032229,2006-06-07,2006-03-09
60032229,2006-06-19,2006-03-09
60032229,2006-10-18,2006-03-09
60032229,2006-10-27,2006-03-09
60032229,2006-11-03,2006-03-09
60032230,2006-03-09,2006-03-09
60032230,2006-04-20,2006-03-09
60032231,2006-03-10,2006-03-10
60032232,2006-03-10,2006-03-10
60032232,2006-03-18,2006-03-10
60032233,2006-03-10,2006-03-10
60032234,2006-03-10,2006-03-10
60032237,2006-03-21,2006-03-21
60032237,2006-09-23,2006-03-21
60032237,2007-03-31,2006-03-21
60032237,2007-04-03,2006-03-21
60032237,2007-09-14,2006-03-21
60032238,2006-03-10,2006-03-10
60032238,2006-04-26,2006-03-10
60032242,2006-03-10,2006-03-10
60032242,2006-03-24,2006-03-10
60032242,2006-05-10,2006-03-10
60032242,2006-10-13,2006-03-10
60032242,2007-01-17,2006-03-10
60032242,2007-02-04,2006-03-10
60032242,2007-02-27,2006-03-10
60032242,2007-04-18,2006-03-10
60032242,2007-05-08,2006-03-10
60032242,2007-05-10,2006-03-10
60032242,2007-06-20,2006-03-10
60032242,2007-09-05,2006-03-10
60032242,2007-09-20,2006-03-10
60032242,2007-10-30,2006-03-10
60032243,2006-03-11,2006-03-11
60032243,2006-03-28,2006-03-11
60032243,2006-04-19,2006-03-11
60032243,2006-05-05,2006-03-11
60032243,2006-07-07,2006-03-11
60032243,2006-08-01,2006-03-11
60032243,2006-10-17,2006-03-11
60032243,2006-11-14,2006-03-11
60032243,2006-11-28,2006-03-11
60032243,2006-12-20,2006-03-11
60032243,2007-02-24,2006-03-11
60032244,2006-03-10,2006-03-10
60032244,2006-06-17,2006-03-10
60032245,2006-03-10,2006-03-10
60032247,2006-03-10,2006-03-10
60032247,2006-04-29,2006-03-10
60032247,2006-09-30,2006-03-10
60032248,2006-03-10,2006-03-10
60032248,2006-03-17,2006-03-10
60032248,2006-03-25,2006-03-10
60032248,2006-04-03,2006-03-10
60032248,2006-04-25,2006-03-10
60032250,2006-03-10,2006-03-10
60032251,2006-03-10,2006-03-10
60032251,2006-06-14,2006-03-10
60032251,2006-06-22,2006-03-10
60032252,2006-03-17,2006-03-17
60032253,2006-03-11,2006-03-11
60032253,2006-04-05,2006-03-11
60032253,2006-05-12,2006-03-11
60032253,2006-06-09,2006-03-11
60032253,2006-07-13,2006-03-11
60032253,2006-07-14,2006-03-11
60032253,2006-08-25,2006-03-11
60032253,2006-09-29,2006-03-11
60032253,2006-10-31,2006-03-11
60032253,2006-12-14,2006-03-11
60032253,2007-01-19,2006-03-11
60032253,2007-02-14,2006-03-11
60032253,2007-03-06,2006-03-11
60032253,2007-04-04,2006-03-11
60032253,2007-05-04,2006-03-11
60032253,2007-05-25,2006-03-11
60032253,2007-06-01,2006-03-11
60032253,2007-06-21,2006-03-11
60032253,2007-06-27,2006-03-11
60032253,2007-07-07,2006-03-11
60032253,2007-07-26,2006-03-11
60032253,2007-08-04,2006-03-11
60032253,2007-08-07,2006-03-11
60032253,2007-08-22,2006-03-11
60032253,2007-09-28,2006-03-11
60032253,2007-10-02,2006-03-11
60032253,2007-10-16,2006-03-11
60032253,2007-11-01,2006-03-11
60032253,2007-11-06,2006-03-11
60032253,2007-12-05,2006-03-11
60032253,2007-12-06,2006-03-11
60032254,2006-03-23,2006-03-23
60032254,2006-07-26,2006-03-23
60032254,2006-11-30,2006-03-23
60032255,2006-03-11,2006-03-11
60032262,2006-03-11,2006-03-11
60032262,2006-05-01,2006-03-11
60032262,2006-06-13,2006-03-11
60032262,2006-07-17,2006-03-11
60032262,2006-08-23,2006-03-11
60032262,2006-10-03,2006-03-11
60032262,2006-11-20,2006-03-11
60032262,2006-12-28,2006-03-11
60032262,2007-01-24,2006-03-11
60032262,2007-03-11,2006-03-11
60032262,2007-04-10,2006-03-11
60032262,2007-05-23,2006-03-11
60032262,2007-06-25,2006-03-11
60032262,2007-07-30,2006-03-11
60032262,2007-08-22,2006-03-11
60032262,2007-09-24,2006-03-11
60032262,2007-10-24,2006-03-11
60032262,2007-12-17,2006-03-11
60032263,2006-03-11,2006-03-11
60032263,2006-03-24,2006-03-11
60032263,2006-04-11,2006-03-11
60032263,2006-05-10,2006-03-11
60032263,2006-07-01,2006-03-11
60032263,2006-11-28,2006-03-11
60032263,2006-12-21,2006-03-11
60032263,2007-01-11,2006-03-11
60032263,2007-01-23,2006-03-11
60032263,2007-02-20,2006-03-11
60032263,2007-06-02,2006-03-11
60032264,2006-03-11,2006-03-11
60032267,2006-03-11,2006-03-11
60032267,2006-03-15,2006-03-11
60032268,2006-03-11,2006-03-11
60032268,2006-03-28,2006-03-11
60032268,2006-07-07,2006-03-11
60032269,2006-03-11,2006-03-11
60032269,2006-03-27,2006-03-11
60032269,2006-04-18,2006-03-11
60032269,2006-05-01,2006-03-11
60032269,2006-05-17,2006-03-11
60032270,2006-03-11,2006-03-11
60032270,2006-06-15,2006-03-11
60032270,2006-08-01,2006-03-11
60032270,2006-09-26,2006-03-11
60032270,2006-12-12,2006-03-11
60032270,2007-02-06,2006-03-11
60032270,2007-04-03,2006-03-11
60032270,2007-05-24,2006-03-11
60032270,2007-08-02,2006-03-11
60032270,2007-10-11,2006-03-11
60032270,2007-12-27,2006-03-11
60032273,2006-03-11,2006-03-11
60032273,2006-03-18,2006-03-11
60032273,2006-03-25,2006-03-11
60032273,2006-04-05,2006-03-11
60032273,2006-04-11,2006-03-11
60032273,2006-04-16,2006-03-11
60032273,2006-04-28,2006-03-11
60032273,2006-05-06,2006-03-11
60032273,2006-05-17,2006-03-11
60032273,2006-05-30,2006-03-11
60032273,2006-06-03,2006-03-11
60032273,2006-06-13,2006-03-11
60032273,2006-07-05,2006-03-11
60032273,2006-07-12,2006-03-11
60032273,2006-07-21,2006-03-11
60032273,2006-07-29,2006-03-11
60032273,2006-08-10,2006-03-11
60032276,2006-03-11,2006-03-11
60032277,2006-03-21,2006-03-21
60032278,2006-03-12,2006-03-12
60032279,2006-03-12,2006-03-12
60032279,2006-03-30,2006-03-12
60032279,2006-07-05,2006-03-12
60032279,2006-08-31,2006-03-12
60032279,2006-09-06,2006-03-12
60032279,2006-11-08,2006-03-12
60032279,2006-11-20,2006-03-12
60032279,2006-11-25,2006-03-12
60032280,2006-03-12,2006-03-12
60032280,2006-04-25,2006-03-12
60032280,2006-05-21,2006-03-12
60032280,2006-06-12,2006-03-12
60032280,2006-08-21,2006-03-12
60032280,2006-09-22,2006-03-12
60032280,2006-10-20,2006-03-12
60032280,2006-12-29,2006-03-12
60032280,2007-01-26,2006-03-12
60032280,2007-04-03,2006-03-12
60032280,2007-04-23,2006-03-12
60032280,2007-05-16,2006-03-12
60032280,2007-07-09,2006-03-12
60032280,2007-10-17,2006-03-12
60032282,2006-03-12,2006-03-12
60032282,2006-03-28,2006-03-12
60032282,2006-05-09,2006-03-12
60032283,2006-03-12,2006-03-12
60032283,2006-10-26,2006-03-12
60032284,2006-03-12,2006-03-12
60032284,2006-04-02,2006-03-12
60032286,2006-03-12,2006-03-12
60032287,2006-03-12,2006-03-12
60032288,2006-03-12,2006-03-12
60032288,2006-04-18,2006-03-12
60032288,2006-05-07,2006-03-12
60032288,2006-06-05,2006-03-12
60032288,2006-09-08,2006-03-12
60032289,2006-03-13,2006-03-13
60032291,2006-03-13,2006-03-13
60032292,2006-03-13,2006-03-13
60032292,2006-04-04,2006-03-13
60032292,2006-08-07,2006-03-13
60032292,2006-09-07,2006-03-13
60032293,2006-03-13,2006-03-13
60032294,2006-03-13,2006-03-13
60032295,2006-03-13,2006-03-13
60032295,2006-04-26,2006-03-13
60032295,2006-07-13,2006-03-13
60032295,2006-09-18,2006-03-13
60032295,2006-12-16,2006-03-13
60032296,2006-03-13,2006-03-13
60032296,2006-03-20,2006-03-13
60032296,2006-03-23,2006-03-13
60032296,2006-03-29,2006-03-13
60032296,2006-04-04,2006-03-13
60032296,2006-04-14,2006-03-13
60032296,2006-05-01,2006-03-13
60032296,2006-05-15,2006-03-13
60032296,2006-05-29,2006-03-13
60032296,2006-06-13,2006-03-13
60032297,2006-03-13,2006-03-13
60032297,2006-04-10,2006-03-13
60032297,2007-01-29,2006-03-13
60032298,2006-03-13,2006-03-13
60032298,2007-03-04,2006-03-13
60032299,2006-03-13,2006-03-13
60032299,2006-03-21,2006-03-13
60032299,2006-03-29,2006-03-13
60032299,2006-04-27,2006-03-13
60032299,2006-05-09,2006-03-13
60032299,2006-05-19,2006-03-13
60032299,2006-06-01,2006-03-13
60032299,2006-07-05,2006-03-13
60032299,2006-07-14,2006-03-13
60032299,2006-09-28,2006-03-13
60032299,2006-12-20,2006-03-13
60032299,2007-01-09,2006-03-13
60032299,2007-03-06,2006-03-13
60032299,2007-03-19,2006-03-13
60032299,2007-04-04,2006-03-13
60032299,2007-04-19,2006-03-13
60032299,2007-05-30,2006-03-13
60032300,2006-03-13,2006-03-13
60032301,2006-03-13,2006-03-13
